Category,Representative,Period,Local_Production (%),Import_Dependence (%)
Металлы,Алюминий,2015-Q3,33.56875660681648,66.43124339318352
Металлы,Алюминий,2015-Q4,34.85313491022471,65.14686508977529
Металлы,Алюминий,2016-Q1,36.13751321363294,63.86248678636706
Металлы,Алюминий,2016-Q2,37.42189151704118,62.57810848295882
Металлы,Алюминий,2016-Q3,38.70626982044942,61.29373017955058
Металлы,Алюминий,2016-Q4,39.99064812385765,60.00935187614235
Металлы,Алюминий,2017-Q1,41.27502642726589,58.72497357273411
Металлы,Алюминий,2017-Q2,42.559404730674125,57.440595269325875
Металлы,Алюминий,2017-Q3,43.843783034082364,56.156216965917636
Металлы,Алюминий,2017-Q4,45.128161337490596,54.871838662509404
Металлы,Алюминий,2018-Q1,46.412539640898835,53.587460359101165
Металлы,Алюминий,2018-Q2,47.696917944307074,52.303082055692926
Металлы,Алюминий,2018-Q3,48.981296247715306,51.018703752284694
Металлы,Алюминий,2018-Q4,50.265674551123546,49.734325448876454
Металлы,Алюминий,2019-Q1,51.550052854531785,48.449947145468215
Металлы,Алюминий,2019-Q2,52.83443115794002,47.16556884205998
Металлы,Алюминий,2019-Q3,54.11880946134825,45.88119053865175
Металлы,Алюминий,2019-Q4,55.403187764756495,44.596812235243505
Металлы,Алюминий,2020-Q1,56.68756606816473,43.31243393183527
Металлы,Алюминий,2020-Q2,57.97194437157296,42.02805562842704
Металлы,Алюминий,2020-Q3,59.2563226749812,40.7436773250188
Металлы,Алюминий,2020-Q4,60.54070097838944,39.45929902161056
Металлы,Алюминий,2021-Q1,61.82507928179767,38.17492071820233
Металлы,Алюминий,2021-Q2,63.10945758520591,36.89054241479409
Металлы,Алюминий,2021-Q3,64.39383588861415,35.60616411138586
Металлы,Алюминий,2021-Q4,65.67821419202238,34.32178580797762
Металлы,Алюминий,2022-Q1,66.96259249543061,33.03740750456938
Металлы,Алюминий,2022-Q2,68.24697079883884,31.753029201161148
Металлы,Алюминий,2022-Q3,69.53134910224709,30.46865089775291
Металлы,Алюминий,2022-Q4,70.81572740565532,29.184272594344677
Металлы,Алюминий,2023-Q1,72.10010570906357,27.899894290936437
Металлы,Алюминий,2023-Q2,73.3844840124718,26.615515987528198
Металлы,Алюминий,2023-Q3,74.66886231588003,25.331137684119966
Металлы,Алюминий,2023-Q4,75.95324061928827,24.046759380711727
Природные каменные материалы,Гранит,2015-Q1,11.0,89.0
Природные каменные материалы,Гранит,2015-Q2,12.379938497765693,87.62006150223431
Природные каменные материалы,Гранит,2015-Q3,13.759876995531371,86.24012300446863
Природные каменные материалы,Гранит,2015-Q4,15.139815493297064,84.86018450670294
Природные каменные материалы,Гранит,2016-Q1,16.519753991062757,83.48024600893724
Природные каменные материалы,Гранит,2016-Q2,17.89969248882845,82.10030751117155
Природные каменные материалы,Гранит,2016-Q3,19.279630986594128,80.72036901340587
Природные каменные материалы,Гранит,2016-Q4,20.65956948435982,79.34043051564018
Природные каменные материалы,Гранит,2017-Q1,22.039507982125514,77.96049201787449
Природные каменные материалы,Гранит,2017-Q2,23.419446479891207,76.5805535201088
Природные каменные материалы,Гранит,2017-Q3,24.799384977656885,75.20061502234311
Природные каменные материалы,Гранит,2017-Q4,26.179323475422578,73.82067652457742
Природные каменные материалы,Гранит,2018-Q1,27.559261973188256,72.44073802681174
Природные каменные материалы,Гранит,2018-Q2,28.93920047095395,71.06079952904605
Природные каменные материалы,Гранит,2018-Q3,30.319138968719642,69.68086103128036
Природные каменные материалы,Гранит,2018-Q4,31.699077466485335,68.30092253351467
Природные каменные материалы,Гранит,2019-Q1,33.07901596425103,66.92098403574897
Природные каменные материалы,Гранит,2019-Q2,34.458954462016706,65.5410455379833
Природные каменные материалы,Гранит,2019-Q3,35.8388929597824,64.1611070402176
Природные каменные материалы,Гранит,2019-Q4,37.21883145754809,62.78116854245191
Природные каменные материалы,Гранит,2020-Q1,38.59876995531378,61.40123004468622
Природные каменные материалы,Гранит,2020-Q2,39.97870845307946,60.02129154692054
Природные каменные материалы,Гранит,2020-Q3,41.358646950845156,58.641353049154844
Природные каменные материалы,Гранит,2020-Q4,42.73858544861084,57.26141455138916
Природные каменные материалы,Гранит,2021-Q1,44.11852394637653,55.88147605362347
Природные каменные материалы,Гранит,2021-Q2,45.49846244414222,54.50153755585778
Природные каменные материалы,Гранит,2021-Q3,46.878400941907906,53.121599058092094
Природные каменные материалы,Гранит,2021-Q4,48.2583394396736,51.7416605603264
Природные каменные материалы,Гранит,2022-Q1,49.638277937439284,50.361722062560716
Природные каменные материалы,Гранит,2022-Q2,51.01821643520498,48.98178356479502
Природные каменные материалы,Гранит,2022-Q3,52.39815493297066,47.60184506702934
Природные каменные материалы,Гранит,2022-Q4,53.778093430736355,46.221906569263645
Природные каменные материалы,Гранит,2023-Q1,55.15803192850204,44.84196807149796
Природные каменные материалы,Гранит,2023-Q2,56.53797042626773,43.46202957373227
Природные каменные материалы,Гранит,2023-Q3,57.91790892403342,42.08209107596658
Природные каменные материалы,Гранит,2023-Q4,59.297847421799105,40.702152578200895
Природные каменные материалы,Мрамор,2015-Q1,48.0,52.0
Природные каменные материалы,Мрамор,2015-Q2,49.29958364549941,50.70041635450059
Природные каменные материалы,Мрамор,2015-Q3,50.599167290998814,49.400832709001186
Природные каменные материалы,Мрамор,2015-Q4,51.89875093649822,48.10124906350178
Природные каменные материалы,Мрамор,2016-Q1,53.19833458199763,46.80166541800237
Природные каменные материалы,Мрамор,2016-Q2,54.49791822749704,45.50208177250296
Природные каменные материалы,Мрамор,2016-Q3,55.79750187299644,44.20249812700356
Природные каменные материалы,Мрамор,2016-Q4,57.097085518495845,42.902914481504155
Природные каменные материалы,Мрамор,2017-Q1,58.396669163995256,41.603330836004744
Природные каменные материалы,Мрамор,2017-Q2,59.696252809494666,40.303747190505334
Природные каменные материалы,Мрамор,2017-Q3,60.99583645499407,39.00416354500593
Природные каменные материалы,Мрамор,2017-Q4,62.29542010049347,37.70457989950653
Природные каменные материалы,Мрамор,2018-Q1,63.595003745992884,36.404996254007116
Природные каменные материалы,Мрамор,2018-Q2,64.8945873914923,35.105412608507706
Природные каменные материалы,Мрамор,2018-Q3,66.19417103699169,33.8058289630083
Природные каменные материалы,Мрамор,2018-Q4,67.4937546824911,32.5062453175089
Природные каменные материалы,Мрамор,2019-Q1,68.79333832799051,31.20666167200949
Природные каменные материалы,Мрамор,2019-Q2,70.09292197348992,29.90707802651008
Природные каменные материалы,Мрамор,2019-Q3,71.39250561898933,28.607494381010675
Природные каменные материалы,Мрамор,2019-Q4,72.69208926448873,27.307910735511268
Природные каменные материалы,Мрамор,2020-Q1,73.99167290998814,26.00832709001186
Природные каменные материалы,Мрамор,2020-Q2,75.29125655548755,24.708743444512454
Природные каменные материалы,Мрамор,2020-Q3,76.59084020098695,23.409159799013047
Природные каменные материалы,Мрамор,2020-Q4,77.89042384648636,22.10957615351364
Природные каменные материалы,Мрамор,2021-Q1,79.19000749198577,20.809992508014233
Природные каменные материалы,Мрамор,2021-Q2,80.48959113748518,19.510408862514822
Природные каменные материалы,Мрамор,2021-Q3,81.78917478298459,18.21082521701542
Природные каменные материалы,Мрамор,2021-Q4,83.08875842848398,16.911241571516015
Природные каменные материалы,Мрамор,2022-Q1,84.3883420739834,15.611657926016605
Природные каменные материалы,Мрамор,2022-Q2,85.6879257194828,14.312074280517194
Природные каменные материалы,Мрамор,2022-Q3,86.9875093649822,13.012490635017791
Природные каменные материалы,Мрамор,2022-Q4,88.28709301048161,11.712906989518387
Природные каменные материалы,Мрамор,2023-Q1,89.58667665598102,10.413323344018977
Природные каменные материалы,Мрамор,2023-Q2,90.88626030148043,9.113739698519566
Природные каменные материалы,Мрамор,2023-Q3,92.18584394697984,7.814156053020163
Природные каменные материалы,Мрамор,2023-Q4,93.48542759247924,6.51457240752076
Природные каменные материалы,Щебень,2015-Q1,15.0,85.0
Природные каменные материалы,Щебень,2015-Q2,16.954759400535266,83.04524059946473
Природные каменные материалы,Щебень,2015-Q3,18.90951880107052,81.09048119892948
Природные каменные материалы,Щебень,2015-Q4,20.864278201605785,79.13572179839421
Природные каменные материалы,Щебень,2016-Q1,22.819037602141037,77.18096239785896
Природные каменные материалы,Щебень,2016-Q2,24.773797002676304,75.2262029973237
Природные каменные материалы,Щебень,2016-Q3,26.728556403211556,73.27144359678844
Природные каменные материалы,Щебень,2016-Q4,28.683315803746822,71.31668419625318
Природные каменные материалы,Щебень,2017-Q1,30.638075204282075,69.36192479571793
Природные каменные материалы,Щебень,2017-Q2,32.59283460481734,67.40716539518266
Природные каменные материалы,Щебень,2017-Q3,34.54759400535259,65.4524059946474
Природные каменные материалы,Щебень,2017-Q4,36.50235340588786,63.49764659411214
Природные каменные материалы,Щебень,2018-Q1,38.45711280642311,61.54288719357689
Природные каменные материалы,Щебень,2018-Q2,40.41187220695838,59.58812779304162
Природные каменные материалы,Щебень,2018-Q3,42.36663160749363,57.63336839250637
Природные каменные материалы,Щебень,2018-Q4,44.3213910080289,55.6786089919711
Природные каменные материалы,Щебень,2019-Q1,46.27615040856415,53.72384959143585
Природные каменные материалы,Щебень,2019-Q2,48.230909809099415,51.769090190900585
Природные каменные материалы,Щебень,2019-Q3,50.185669209634675,49.814330790365325
Природные каменные материалы,Щебень,2019-Q4,52.140428610169934,47.859571389830066
Природные каменные материалы,Щебень,2020-Q1,54.09518801070519,45.90481198929481
Природные каменные материалы,Щебень,2020-Q2,56.04994741124045,43.95005258875955
Природные каменные материалы,Щебень,2020-Q3,58.00470681177571,41.99529318822429
Природные каменные материалы,Щебень,2020-Q4,59.95946621231097,40.04053378768903
Природные каменные материалы,Щебень,2021-Q1,61.91422561284623,38.08577438715377
Природные каменные материалы,Щебень,2021-Q2,63.86898501338149,36.13101498661851
Природные каменные материалы,Щебень,2021-Q3,65.82374441391676,34.17625558608325
Природные каменные материалы,Щебень,2021-Q4,67.77850381445201,32.22149618554799
Природные каменные материалы,Щебень,2022-Q1,69.73326321498726,30.266736785012732
Природные каменные материалы,Щебень,2022-Q2,71.68802261552253,28.311977384477473
Природные каменные материалы,Щебень,2022-Q3,73.6427820160578,26.357217983942213
Природные каменные материалы,Щебень,2022-Q4,75.59754141659305,24.402458583406954
Природные каменные материалы,Щебень,2023-Q1,77.5523008171283,22.447699182871695
Природные каменные материалы,Щебень,2023-Q2,79.50706021766356,20.492939782336435
Природные каменные материалы,Щебень,2023-Q3,81.46181961819883,18.53818038180117
Природные каменные материалы,Щебень,2023-Q4,83.41657901873408,16.583420981265917
Природные каменные материалы,Базальт,2015-Q1,25.0,75.0
Природные каменные материалы,Базальт,2015-Q2,26.893927343107407,73.1060726568926
Природные каменные материалы,Базальт,2015-Q3,28.7878546862148,71.2121453137852
Природные каменные материалы,Базальт,2015-Q4,30.681782029322207,69.3182179706778
Природные каменные материалы,Базальт,2016-Q1,32.575709372429614,67.42429062757039
Природные каменные материалы,Базальт,2016-Q2,34.46963671553701,65.530363284463
Природные каменные материалы,Базальт,2016-Q3,36.363564058644414,63.636435941355586
Природные каменные материалы,Базальт,2016-Q4,38.257491401751814,61.742508598248186
Природные каменные материалы,Базальт,2017-Q1,40.151418744859214,59.848581255140786
Природные каменные материалы,Базальт,2017-Q2,42.04534608796662,57.95465391203338
Природные каменные материалы,Базальт,2017-Q3,43.93927343107402,56.06072656892598
Природные каменные материалы,Базальт,2017-Q4,45.83320077418142,54.16679922581858
Природные каменные материалы,Базальт,2018-Q1,47.72712811728883,52.27287188271117
Природные каменные материалы,Базальт,2018-Q2,49.62105546039623,50.37894453960377
Природные каменные материалы,Базальт,2018-Q3,51.51498280350363,48.48501719649637
Природные каменные материалы,Базальт,2018-Q4,53.408910146611035,46.591089853388965
Природные каменные материалы,Базальт,2019-Q1,55.302837489718435,44.697162510281565
Природные каменные материалы,Базальт,2019-Q2,57.196764832825835,42.803235167174165
Природные каменные материалы,Базальт,2019-Q3,59.09069217593324,40.90930782406676
Природные каменные материалы,Базальт,2019-Q4,60.98461951904064,39.01538048095936
Природные каменные материалы,Базальт,2020-Q1,62.87854686214804,37.12145313785196
Природные каменные материалы,Базальт,2020-Q2,64.77247420525545,35.22752579474455
Природные каменные материалы,Базальт,2020-Q3,66.66640154836284,33.33359845163715
Природные каменные материалы,Базальт,2020-Q4,68.56032889147025,31.43967110852975
Природные каменные материалы,Базальт,2021-Q1,70.45425623457766,29.545743765422344
Природные каменные материалы,Базальт,2021-Q2,72.34818357768506,27.651816422314944
Природные каменные материалы,Базальт,2021-Q3,74.24211092079246,25.757889079207544
Природные каменные материалы,Базальт,2021-Q4,76.13603826389985,23.863961736100144
Природные каменные материалы,Базальт,2022-Q1,78.02996560700726,21.970034392992737
Природные каменные материалы,Базальт,2022-Q2,79.92389295011466,20.076107049885337
Природные каменные материалы,Базальт,2022-Q3,81.81782029322207,18.182179706777937
Природные каменные материалы,Базальт,2022-Q4,83.71174763632948,16.28825236367053
Природные каменные материалы,Базальт,2023-Q1,85.60567497943687,14.39432502056313
Природные каменные материалы,Базальт,2023-Q2,87.49960232254426,12.50039767745573
Природные каменные материалы,Базальт,2023-Q3,89.39352966565167,10.60647033434833
Природные каменные материалы,Базальт,2023-Q4,91.28745700875908,8.712542991240923
Древесные материалы и изделия,Доска обрезная,2015-Q1,20.0,80.0
Древесные материалы и изделия,Доска обрезная,2015-Q2,21.07311961099161,78.92688038900839
Древесные материалы и изделия,Доска обрезная,2015-Q3,22.146239221983237,77.85376077801676
Древесные материалы и изделия,Доска обрезная,2015-Q4,23.219358832974848,76.78064116702515
Древесные материалы и изделия,Доска обрезная,2016-Q1,24.292478443966473,75.70752155603353
Древесные материалы и изделия,Доска обрезная,2016-Q2,25.365598054958085,74.63440194504192
Древесные материалы и изделия,Доска обрезная,2016-Q3,26.43871766594971,73.56128233405029
Древесные материалы и изделия,Доска обрезная,2016-Q4,27.51183727694132,72.48816272305868
Древесные материалы и изделия,Доска обрезная,2017-Q1,28.584956887932947,71.41504311206705
Древесные материалы и изделия,Доска обрезная,2017-Q2,29.658076498924558,70.34192350107544
Древесные материалы и изделия,Доска обрезная,2017-Q3,30.731196109916183,69.26880389008382
Древесные материалы и изделия,Доска обрезная,2017-Q4,31.804315720907795,68.1956842790922
Древесные материалы и изделия,Доска обрезная,2018-Q1,32.87743533189942,67.12256466810058
Древесные материалы и изделия,Доска обрезная,2018-Q2,33.95055494289103,66.04944505710897
Древесные материалы и изделия,Доска обрезная,2018-Q3,35.02367455388264,64.97632544611736
Древесные материалы и изделия,Доска обрезная,2018-Q4,36.09679416487427,63.90320583512573
Древесные материалы и изделия,Доска обрезная,2019-Q1,37.169913775865886,62.830086224134114
Древесные материалы и изделия,Доска обрезная,2019-Q2,38.243033386857505,61.756966613142495
Древесные материалы и изделия,Доска обрезная,2019-Q3,39.31615299784912,60.68384700215088
Древесные материалы и изделия,Доска обрезная,2019-Q4,40.38927260884074,59.61072739115926
Древесные материалы и изделия,Доска обрезная,2020-Q1,41.46239221983236,58.53760778016764
Древесные материалы и изделия,Доска обрезная,2020-Q2,42.53551183082398,57.46448816917602
Древесные материалы и изделия,Доска обрезная,2020-Q3,43.60863144181559,56.39136855818441
Древесные материалы и изделия,Доска обрезная,2020-Q4,44.681751052807215,55.318248947192785
Древесные материалы и изделия,Доска обрезная,2021-Q1,45.754870663798826,54.245129336201174
Древесные материалы и изделия,Доска обрезная,2021-Q2,46.82799027479045,53.17200972520955
Древесные материалы и изделия,Доска обрезная,2021-Q3,47.90110988578206,52.09889011421794
Древесные материалы и изделия,Доска обрезная,2021-Q4,48.97422949677369,51.02577050322631
Древесные материалы и изделия,Доска обрезная,2022-Q1,50.0473491077653,49.9526508922347
Древесные материалы и изделия,Доска обрезная,2022-Q2,51.12046871875692,48.87953128124308
Древесные материалы и изделия,Доска обрезная,2022-Q3,52.193588329748536,47.806411670251464
Древесные материалы и изделия,Доска обрезная,2022-Q4,53.266707940740154,46.733292059259846
Древесные материалы и изделия,Доска обрезная,2023-Q1,54.33982755173177,45.66017244826823
Древесные материалы и изделия,Доска обрезная,2023-Q2,55.41294716272339,44.58705283727661
Древесные материалы и изделия,Доска обрезная,2023-Q3,56.48606677371501,43.51393322628499
Древесные материалы и изделия,Доска обрезная,2023-Q4,57.55918638470663,42.44081361529337
Древесные материалы и изделия,Фанера,2015-Q1,10.0,90.0
Древесные материалы и изделия,Фанера,2015-Q2,10.785714174261244,89.21428582573876
Древесные материалы и изделия,Фанера,2015-Q3,11.571428348522488,88.42857165147751
Древесные материалы и изделия,Фанера,2015-Q4,12.357142522783732,87.64285747721627
Древесные материалы и изделия,Фанера,2016-Q1,13.142856697044976,86.85714330295502
Древесные материалы и изделия,Фанера,2016-Q2,13.92857087130622,86.07142912869378
Древесные материалы и изделия,Фанера,2016-Q3,14.714285045567465,85.28571495443254
Древесные материалы и изделия,Фанера,2016-Q4,15.499999219828709,84.50000078017129
Древесные материалы и изделия,Фанера,2017-Q1,16.285713394089953,83.71428660591005
Древесные материалы и изделия,Фанера,2017-Q2,17.07142756835121,82.92857243164879
Древесные материалы и изделия,Фанера,2017-Q3,17.857141742612455,82.14285825738754
Древесные материалы и изделия,Фанера,2017-Q4,18.6428559168737,81.3571440831263
Древесные материалы и изделия,Фанера,2018-Q1,19.428570091134944,80.57142990886506
Древесные материалы и изделия,Фанера,2018-Q2,20.214284265396188,79.78571573460381
Древесные материалы и изделия,Фанера,2018-Q3,20.999998439657432,79.00000156034257
Древесные материалы и изделия,Фанера,2018-Q4,21.785712613918676,78.21428738608132
Древесные материалы и изделия,Фанера,2019-Q1,22.57142678817992,77.42857321182008
Древесные материалы и изделия,Фанера,2019-Q2,23.357140962441164,76.64285903755884
Древесные материалы и изделия,Фанера,2019-Q3,24.14285513670241,75.85714486329759
Древесные материалы и изделия,Фанера,2019-Q4,24.928569310963653,75.07143068903635
Древесные материалы и изделия,Фанера,2020-Q1,25.714283485224897,74.2857165147751
Древесные материалы и изделия,Фанера,2020-Q2,26.49999765948614,73.50000234051386
Древесные материалы и изделия,Фанера,2020-Q3,27.2857118337474,72.7142881662526
Древесные материалы и изделия,Фанера,2020-Q4,28.071426008008643,71.92857399199136
Древесные материалы и изделия,Фанера,2021-Q1,28.857140182269887,71.14285981773011
Древесные материалы и изделия,Фанера,2021-Q2,29.64285435653113,70.35714564346887
Древесные материалы и изделия,Фанера,2021-Q3,30.428568530792376,69.57143146920762
Древесные материалы и изделия,Фанера,2021-Q4,31.21428270505362,68.78571729494638
Древесные материалы и изделия,Фанера,2022-Q1,31.999996879314864,68.00000312068514
Древесные материалы и изделия,Фанера,2022-Q2,32.78571105357611,67.21428894642389
Древесные материалы и изделия,Фанера,2022-Q3,33.57142522783735,66.42857477216265
Древесные материалы и изделия,Фанера,2022-Q4,34.357139402098596,65.6428605979014
Древесные материалы и изделия,Фанера,2023-Q1,35.14285357635984,64.85714642364016
Древесные материалы и изделия,Фанера,2023-Q2,35.928567750621085,64.07143224937892
Древесные материалы и изделия,Фанера,2023-Q3,36.71428192488233,63.28571807511767
Древесные материалы и изделия,Фанера,2023-Q4,37.49999609914357,62.50000390085643
Древесные материалы и изделия,ОСП,2015-Q1,24.0,76.0
Древесные материалы и изделия,ОСП,2015-Q2,24.980176429449003,75.019823570551
Древесные материалы и изделия,ОСП,2015-Q3,25.96035285889799,74.03964714110201
Древесные материалы и изделия,ОСП,2015-Q4,26.940529288346994,73.059470711653
Древесные материалы и изделия,ОСП,2016-Q1,27.920705717795983,72.07929428220402
Древесные материалы и изделия,ОСП,2016-Q2,28.900882147244985,71.09911785275501
Древесные материалы и изделия,ОСП,2016-Q3,29.881058576693974,70.11894142330603
Древесные материалы и изделия,ОСП,2016-Q4,30.861235006142977,69.13876499385702
Древесные материалы и изделия,ОСП,2017-Q1,31.841411435591965,68.15858856440803
Древесные материалы и изделия,ОСП,2017-Q2,32.82158786504097,67.17841213495903
Древесные материалы и изделия,ОСП,2017-Q3,33.801764294489956,66.19823570551004
Древесные материалы и изделия,ОСП,2017-Q4,34.78194072393896,65.21805927606104
Древесные материалы и изделия,ОСП,2018-Q1,35.76211715338795,64.23788284661205
Древесные материалы и изделия,ОСП,2018-Q2,36.74229358283695,63.25770641716305
Древесные материалы и изделия,ОСП,2018-Q3,37.722470012285946,62.277529987714054
Древесные материалы и изделия,ОСП,2018-Q4,38.70264644173494,61.29735355826506
Древесные материалы и изделия,ОСП,2019-Q1,39.68282287118394,60.31717712881606
Древесные материалы и изделия,ОСП,2019-Q2,40.66299930063293,59.33700069936707
Древесные материалы и изделия,ОСП,2019-Q3,41.64317573008193,58.35682426991807
